word,upos
mjenowaše,VERB
hornja,ADJ
wolta,PROPN
wosebitu,ADJ
wosebity,ADJ
rólu,NOUN
róla,NOUN
hraješe,VERB
hrać,VERB
lěttysacomaj,NOUN
sewjerna,ADJ
sewjerny,ADJ
wobchadnje,ADV
druhdy,ADV
mjenuje,VERB
njej,PRON
słušachu,VERB
hornim,ADJ
běhu,NOUN
běh,NOUN
habura,PROPN
habur,PROPN
wuznamne,ADJ
wuznamny,ADJ
tam,ADV
nastali,VERB
mari,PROPN
ebla,PROPN
hama,PROPN
hamukar,PROPN
tell,PROPN
halaf,PROPN
aleppo,PROPN
nabada,PROPN
wědomostna,ADJ
přewinjenje,NOUN
dualizmow,NOUN
dualizm,NOUN
ludźo,NOUN
institucije,NOUN
institucija,NOUN
hybridologiskeho,ADJ
hybridologiski,ADJ
wida,NOUN
wid,NOUN
hodownik,NOUN
pokazować,VERB
padnje,VERB
padnyć,VERB
tutoho,DET
měsaca,NOUN
měsac,NOUN
cyrkwinski,ADJ
swjedźeń,NOUN
hody,NOUN
patoržica,NOUN
decembra,NOUN
december,NOUN
swjaty,ADJ
zdźěla,ADV
swjeći,VERB
swjećić,VERB
silwestra,NOUN
silwester,NOUN
indiski,ADJ
rozdźělena,ADJ
rozdźěleny,ADJ
zwjazkowych,ADJ
statow,NOUN
teritorijow,NOUN
teritorij,NOUN
trěbna,ADJ
čłowjekowe,ADJ
čłowjekowy,ADJ
zwěrjatkowe,ADJ
zwěrjatkowy,ADJ
rostlinowe,ADJ
rostlinowy,ADJ
žiwjenje,NOUN
disponujomnosć,NOUN
wažnosć,NOUN
sociusku,ADJ
sociuski,ADJ
politisku,ADJ
pódlanska,ADJ
pódlanski,ADJ
mapa,NOUN
pokaza,VERB
čerwjenu,ADJ
čerwjeny,ADJ
barbu,NOUN
barba,NOUN
kraje,NOUN
kóždolětnje,ADV
wobsedźeja,VERB
mjeńše,ADV
m,X
metr,NOUN
wobnowjeneje,ADJ
wobnowjeny,ADJ
wšeho,DET
wobydlerja,NOUN
žołta,ADJ
žołty,ADJ
rěki,NOUN
wažne,ADJ
zastaranje,NOUN
jordan,PROPN
kolorado,PROPN
přeprěkuja,VERB
přeprěkować,VERB
krajowe,ADJ
hranicy,NOUN
hranica,NOUN
móžne,ADJ
móžny,ADJ
mjezykrajowe,ADJ
mjezykrajowy,ADJ
konflikty,NOUN
konflikt,NOUN
wo,ADP
pitnej,ADJ
pitny,ADJ
starych,ADJ
kulturach,NOUN
egyptowskej,PROPN
egyptowska,PROPN
persiskej,PROPN
persiska,PROPN
israelu,PROPN
israel,PROPN
ludowy,ADJ
cyrobowy,ADJ
srědk,NOUN
dawe,VERB
dawać,VERB
de,X
jure,X
žanu,DET
stolicu,NOUN
stolica,NOUN
nimaja,VERB
monaco,PROPN
nauru,PROPN
šwicarska,PROPN
liechtenstein,PROPN
vatikanske,ADJ
vatikanski,ADJ
seksuelna,ADJ
seksuelny,ADJ
gametofyty,NOUN
gametofyt,NOUN
wutwori,VERB
specielne,ADJ
specielny,ADJ
wjacebańkowe,ADJ
wjacebańkowy,ADJ
seksualne,ADJ
seksualny,ADJ
organy,NOUN
organ,NOUN
wjacorych,ADJ
sterilnymi,ADJ
sterilny,ADJ
bańkami,NOUN
wobdate,ADJ
wobdaty,ADJ
muske,ADJ
muski,ADJ
anteridije,NOUN
anteridija,NOUN
archegonije,NOUN
archegonija,NOUN
jejkowe,ADJ
jejkowy,ADJ
bańki,ADJ
zawostawaja,VERB
zawostawać,VERB
archegonijach,NOUN
wopłodźuja,VERB
wopłodźować,VERB
krytosymjenjakach,NOUN
krytosymjenjak,NOUN
ekstremnje,ADV
redukowane,ADJ
redukowany,ADJ
zjawny,ADJ
přednošk,NOUN
serbskim,ADJ
instituće,NOUN
dwórnišćowej,ADJ
pd,X
dr,X
sönke,PROPN
friedreich,PROPN
isgv,PROPN
drježdźany,PROPN
vom,X
urlaub,X
erzählen,X
zur,X
erfahrungsgeschichte,X
des,X
reisens,X
ddr,X
london,PROPN
wurjekowanje,NOUN
jendźelskeje,PROPN
jendźelska,PROPN
zjednoćeneho,ADJ
zjednoćeny,ADJ
kralestwa,NOUN
kralestwo,NOUN
wulkobritaniskeje,PROPN
wulkobritaniska,PROPN
sewjerneje,ADJ
irskeje,PROPN
irska,PROPN
leži,VERB
juhowuchodźe,NOUN
juhowuchod,NOUN
rěce,NOUN
thames,PROPN
jendźelsce,ADV
greater,X
cirka,ADV
sydom,NUM
poł,NUM
miliona,NOUN
milion,NOUN
wobydlerjow,NOUN
cyła,ADJ
cyły,ADJ
aglomeracija,NOUN
štyrnaće,NUM
milionow,NOUN
móžeš,VERB
čerwjene,ADJ
wotkazy,NOUN
wotkaz,NOUN
deleka,ADV
kliknyć,VERB
pisać,VERB
serbskej,ADJ
tematiku,NOUN
tematika,NOUN
němskorěčneje,ADJ
němskorěčny,ADJ
wikipedije,NOUN
wikipedijow,PROPN
přełožować,VERB
jow,ADV
by,AUX
gnu,PROPN
licenca,NOUN
dodźeržała,VERB
dodźeržeć,VERB
dyrbi,VERB
dyrbjeć,VERB
tamnišich,ADJ
tamniši,ADJ
t,ADV
mj,X
hłownych,ADJ
awtorow,NOUN
awtor,NOUN
edit,NOUN
babylonje,PROPN
wliwapołni,ADJ
wliwapołny,ADJ
překupcy,NOUN
překupc,NOUN
kotřiž,NOUN
hotowe,ADJ
hotowy,ADJ
dynastije,NOUN
dynastija,NOUN
tworjachu,VERB
powjetšachu,VERB
powjetšać,VERB
zamóženje,NOUN
pjenježne,ADJ
pjenježny,ADJ
wobchody,NOUN
wobchod,NOUN
přećiwo,ADP
wšemu,DET
wočakowanju,NOUN
wočakowanje,NOUN
njeběchu,VERB
wšěm,DET
zdaću,NOUN
zdaće,NOUN
bazary,NOUN
bazar,NOUN
poprawom,ADV
orientaliskeho,ADJ
orientaliski,ADJ
wočakowało,VERB
wočakować,VERB
dokumenty,NOUN
dokument,NOUN
wikowanskej,ADJ
ničo,PRON
ništo,PRON
njerozprawjeja,VERB
rozprawjeć,VERB
serbska,ADJ
centralna,ADJ
centralny,ADJ
biblioteka,NOUN
relatiwnje,ADV
zarjadnišćo,NOUN
jej,PRON
přisteji,VERB
přistać,VERB
wobstaranje,NOUN
zadźěłanje,NOUN
archiwizowanje,NOUN
spřistupnjenje,NOUN
cyłeje,ADJ
serbskorěčneje,ADJ
serbskorěčny,ADJ
literatury,NOUN
literatura,NOUN
wozjewjenjow,NOUN
wozjewjenje,NOUN
serbach,PROPN
wukrajnu,ADJ
wukrajny,ADJ
literaturu,NOUN
duchowno,ADJ
socialnowědneho,ADJ
socialnowědny,ADJ
wobłuka,NOUN
wotpowědnje,ADP
wotrjadam,NOUN
wotrjad,NOUN
slědźerskim,ADJ
slědźerski,ADJ
předewzaćam,NOUN
předewzaće,NOUN
wotewrjenske,ADJ
wotewrjenski,ADJ
časy,NOUN
centralneje,ADJ
biblioteki,NOUN
wužiwanje,NOUN
bjezpłatne,ADJ
bjezpłatny,ADJ
zapis,NOUN
wužiwanskeje,ADJ
wužiwanski,ADJ
knihi,NOUN
kniha,NOUN
připóznaje,VERB
připoznać,VERB
přizjewjenje,NOUN
zdokonja,VERB
zdokonjeć,VERB
wužiwanja,NOUN
prěnim,ADJ
rjedźe,NOUN
prezenčna,ADJ
prezenčny,ADJ
knihownja,NOUN
wobstatki,NOUN
wobstatk,NOUN
čitarni,NOUN
čitarnja,NOUN
sobudźěłaćerjow,NOUN
instututa,NOUN
instutut,NOUN
dźěłowych,ADJ
dźěłowy,ADJ
rumnosćach,NOUN
rumnosć,NOUN
wužiwaja,VERB
wužiwać,VERB
wupožčenja,NOUN
wupožčenje,NOUN
domu,NOUN
powołanske,ADJ
powołanski,ADJ
zaměry,NOUN
powšitkownje,ADV
płaćiwym,ADJ
płaćiwy,ADJ
postajenjam,NOUN
postajenje,NOUN
wupožčenski,ADJ
wučinja,VERB
wučinić,VERB
zasadźe,NOUN
zasada,NOUN
njedźele,NOUN
njedźela,NOUN
nowiny,NOUN
medije,NOUN
medija,NOUN
njedźeli,NOUN
woprawnjena,ADJ
woprawnjeny,ADJ
wupožčene,ADJ
wupožčeny,ADJ
informaciske,ADJ
informaciski,ADJ
žórła,NOUN
žórło,NOUN
wotběhom,NOUN
wotběh,NOUN
wupožčenskeho,ADJ
časa,NOUN
sebi,PRON
wróćo,ADV
žadać,VERB
podlěšenje,NOUN
tuteho,DET
přizjewić,VERB
překročenju,NOUN
překročenje,NOUN
wupožčer,NOUN
popłatnje,ADV
napomina,VERB
napominać,VERB
wostanu,VERB
napominanja,NOUN
napominanje,NOUN
bjez,ADP
wuspěcha,NOUN
wuspěch,NOUN
žadanja,NOUN
žadanje,NOUN
sudnisce,ADV
přesadźa,VERB
přesadźić,VERB
wobmjezowanja,NOUN
wobmjezowanje,NOUN
płaća,VERB
płaćić,VERB
časopisy,NOUN
časopis,NOUN
dyrbja,VERB
wužiwarjow,NOUN
dispoziciji,NOUN
dispozicija,NOUN
serbske,ADJ
periodika,NOUN
periodikum,NOUN
maćicy,PROPN
maćica,PROPN
lětopis,NOUN
wušłe,ADJ
wušły,ADJ
wuwzaće,NOUN
eksemplarach,NOUN
eksemplar,NOUN
wobstatku,NOUN
drohoćinkam,NOUN
drohoćinka,NOUN
njeliča,VERB
ličić,VERB
nawoda,NOUN
nawod,NOUN
smě,VERB
směć,VERB
wěstych,ADJ
wěsty,ADJ
padach,NOUN
wupožčenske,ADJ
zběhnyć,VERB
přidatne,ADV
postajić,VERB
winowaty,ADJ
wobstatkami,NOUN
swědomiće,ADV
njesmě,VERB
změnjeć,VERB
rěkać,VERB
pasć,VERB
našmórnjenjow,NOUN
našmórnjenje,NOUN
womazać,VERB
wobškodźić,VERB
kóždu,DET
škodu,NOUN
škoda,NOUN
zhubjenje,NOUN
samostatnje,ADV
posłužić,VERB
pomocnych,ADJ
pomocny,ADJ
srědkow,NOUN
bibliografijow,NOUN
bibliografija,NOUN
časopisow,NOUN
wólnoručne,ADJ
wólnoručny,ADJ
nastajene,ADJ
nastajeny,ADJ
nastajeneho,ADJ
kopěraka,NOUN
kopěrak,NOUN
hdyž,SCONJ
zakónske,ADJ
zakónski,ADJ
postajenja,NOUN
awtorskeho,ADJ
awtorski,ADJ
prawa,NOUN
prawo,NOUN
wobkedźbuje,VERB
wužiwarjo,NOUN
njesu,AUX
sami,ADJ
samy,ADJ
zamołwitosć,NOUN
zranjenju,NOUN
zranjenje,NOUN
awtorskich,ADJ
prawow,NOUN
kopije,NOUN
kopija,NOUN
historiskich,ADJ
knihow,NOUN
nowin,NOUN
smědźa,VERB
pomocu,NOUN
pomoc,NOUN
knižneho,ADJ
scannera,NOUN
scanner,NOUN
fotografisku,ADJ
fotografiski,ADJ
reprodukciju,NOUN
reprodukcija,NOUN
zhotowjeć,VERB
jednotliwym,ADJ
jednotliwy,ADJ
móža,VERB
přiručne,ADJ
přiručny,ADJ
knihownje,NOUN
dołhodobne,ADJ
dołhodobny,ADJ
požćonki,NOUN
požćonk,NOUN
přewostajić,VERB
požčonki,NOUN
požčonk,NOUN
njese,VERB
njesć,VERB
wotrjadnika,NOUN
wotrjadnik,NOUN
pomjenowany,ADJ
kolega,NOUN
wupožčować,VERB
wobstatkow,NOUN
biblioteku,NOUN
posłužby,NOUN
posłužba,NOUN
popłatkowemu,ADJ
popłatkowy,ADJ
porjadej,NOUN
wotpowědowacy,ADJ
popłatk,NOUN
wužiwarski,ADJ
nabudźe,VERB
płaćiwosć,NOUN
januara,NOUN
dotalny,ADJ
pismo,NOUN
kompleksniše,ADJ
kompleksny,ADJ
jednotliwe,ADJ
symbole,NOUN
móžachu,VERB
zwuki,NOUN
zwuk,NOUN
respektiwnje,ADV
cyłe,ADJ
sady,NOUN
sada,NOUN
předstajic,VERB
zmóžni,VERB
zmóžnić,VERB
narod,NOUN
gilgamešowym,ADJ
gilgamešowy,ADJ
eposu,NOUN
epos,NOUN
wotbłyšćowaše,VERB
wotbłyšćować,VERB
cyłym,ADJ
był,AUX
žana,DET
wužitych,ADJ
wužity,ADJ
dominowaše,VERB
dominować,VERB
rěčachu,VERB
sumerišćinu,NOUN
sumerišćina,NOUN
akkadšćinu,NOUN
akkadšćina,NOUN
runoprawnje,ADV
lětstotki,NOUN
zasydlowanje,NOUN
rozšěrjowanje,NOUN
najrozdźělnišich,ADJ
rozdźělny,ADJ
aramejskich,ADJ
aramejski,ADJ
kmjenow,NOUN
kmjen,NOUN
płódnym,ADJ
płódny,ADJ
měsačku,NOUN
měsačk,NOUN
činjachu,VERB
činić,VERB
aramejšćinu,NOUN
aramejšćina,NOUN
nawodnej,ADJ
nawodny,ADJ
bliskeho,ADJ
bliski,ADJ
wuchoda,NOUN
jubilejej,NOUN
jubilej,NOUN
słowjanskim,NOUN
słowjanski,ADJ
kontakće,NOUN
kontakt,NOUN
klik,NOUN
horjewotwołowany,ADJ
wopisanjom,NOUN
wopisanje,NOUN
nima,VERB
wotkazować,VERB
stronu,NOUN
dodaš,VERB
dodać,VERB
słowom,NOUN
dwójny,ADJ
kóždychžkuli,DET
kóždyžkuli,DET
formalnosćow,NOUN
formalnosć,NOUN
nowe,NOUN
spisać,VERB
wobdźěłać,VERB
natwarjena,ADJ
zasadach,NOUN
licency,NOUN
tuchwilu,ADV
nastawkow,NOUN
zwostanje,VERB
zwostać,VERB
potajkim,ADV
tójšto,DET
dźěła,NOUN
dźěło,NOUN
nam,PRON
ja,PRON
naša,DET
encyklopedija,NOUN
rostła,VERB
rosć,VERB
hłowne,ADJ
tuž,ADV
najwyšich,ADJ
politiskich,ADJ
institucijow,NOUN
knježerstwa,NOUN
knježerstwo,NOUN
sejma,NOUN
sejm,NOUN
monarcha,NOUN
monarch,NOUN
někotrych,DET
krajach,NOUN
njeje,VERB
runočasnje,ADV
nižozemskej,PROPN
nižozemska,PROPN
amsterdam,PROPN
den,PROPN
haag,PROPN
boliwiskej,PROPN
boliwiska,PROPN
la,PROPN
paz,PROPN
sucre,PROPN
tansaniji,PROPN
tansanija,PROPN
dodoma,PROPN
daressalam,PROPN
statach,NOUN
často,ADV
wšelakorych,ADJ
wšelakory,ADJ
městach,NOUN
zasydlene,ADJ
zasydleny,ADJ
najwažniši,ADJ
hospodarski,ADJ
wobchadny,ADJ
druhej,ADJ
połojcy,NOUN
da,VERB
jednotna,ADJ
jednotny,ADJ
kónčinje,NOUN
zwěsćić,VERB
standardizowany,ADJ
załožk,NOUN
akropolisa,PROPN
akropolis,PROPN
palastom,NOUN
templemi,NOUN
templ,NOUN
srjedźišću,NOUN
srjedźišćo,NOUN
sydlenskeje,ADJ
sydlenski,ADJ
hórki,NOUN
hórka,NOUN
wokalow,NOUN
dźe,VERB
hić,VERB
přechad,NOUN
samsnych,ADJ
samsny,ADJ
werbow,NOUN
rěčach,NOUN
najprjedy,ADV
bórze,ADV
embryo,NOUN
załoži,VERB
maćerskej,ADJ
maćerski,ADJ
rostlinje,NOUN
zawostawa,VERB
teje,DET
tón,DET
zežiwja,VERB
zežiwić,VERB
předstaja,VERB
předstajić,VERB
měrny,ADJ
stadij,NOUN
wjelebańkowy,ADJ
znamješka,NOUN
znamješko,NOUN
pisakami,NOUN
pisak,NOUN
hlinjanych,ADJ
hlinjany,ADJ
taflow,NOUN
tafla,NOUN
zadrapane,ADJ
zadrapany,ADJ
hlinjanej,ADJ
tafli,NOUN
padorune,ADJ
padoruny,ADJ
wodorune,ADJ
wodoruny,ADJ
linije,NOUN
linija,NOUN
ćahachu,VERB
ćahać,VERB
zapisuja,VERB
zapisować,VERB
nastatych,ADJ
nastaty,ADJ
kašćikow,NOUN
kašćik,NOUN
zatłóčujo,VERB
zatłóčować,VERB
třiróžkatym,ADJ
třiróžkaty,ADJ
kónčkom,NOUN
kónčk,NOUN
ćeńkeho,ADJ
ćeńki,ADJ
drjewjaneho,ADJ
drjewjany,ADJ
kuska,NOUN
kusk,NOUN
mjechkeje,ADJ
mjechki,ADJ
hlinjaneje,ADJ
tafle,NOUN
pisachu,VERB
čitachu,VERB
čitać,VERB
wotlěwa,ADV
doprawa,ADV
klinowe,ADJ
klinowy,ADJ
docpě,VERB
docpěć,VERB
dokonjanosć,NOUN
nałožene,ADJ
nałoženy,ADJ
syriskej,PROPN
hetitow,PROPN
hetit,PROPN
diplomatiskich,ADJ
diplomatiski,ADJ
archiwach,NOUN
egyptowskeje,PROPN
wysokoněmske,ADJ
wysokoněmski,ADJ
wein,X
starowysokoněmske,NOUN
wîn,X
winam,X
francoske,ADJ
vin,X
jendźelske,ADJ
jendźelski,ADJ
wine,X
łaćonskeho,ADJ
łaćonski,ADJ
vinum,X
waliziske,ADJ
waliziski,ADJ
gwin,X
irske,ADJ
irski,ADJ
fion,X
samsneho,ADJ
pochada,NOUN
pochad,NOUN
fakt,NOUN
wujasni,VERB
wujasnić,VERB
germanojo,PROPN
german,PROPN
keltojo,PROPN
kelt,PROPN
romjanow,PROPN
romjan,PROPN
wjetšim,ADJ
rozměrje,NOUN
rozměr,NOUN
winje,NOUN
wino,NOUN
dótknjenja,NOUN
dótknjenje,NOUN
přišli,VERB
přińć,VERB
łaćonske,ADJ
přewzali,VERB
přewzać,VERB
štwórćinow,NOUN
štwórćina,NOUN
zemje,NOUN
přikryte,ADJ
přikryty,ADJ
kopicu,NOUN
kopica,NOUN
oceany,NOUN
ocean,NOUN
cirkulacija,NOUN
oceanami,NOUN
powětrom,NOUN
powětr,NOUN
kreěruje,VERB
kreěrować,VERB
wjedro,NOUN
zastupowany,ADJ
nahlad,NOUN
bychu,AUX
pochadowe,ADJ
pochadowy,ADJ
algow,NOUN
alga,NOUN
eksistowali,VERB
morfologiske,ADJ
morfologiski,ADJ
studije,NOUN
studija,NOUN
njeprawdźepodobny,ADJ
prawdźepodobny,ADJ
spóznaty,ADJ
dźensa,ADV
lědma,ADV
wjace,ADV
zastupuje,VERB
zastupować,VERB
molekularnobiologiske,ADJ
molekularnobiologiski,ADJ
njepodeprěje,VERB
podepřeć,VERB
mnohich,ADJ
mnohi,ADJ
wosebje,ADV
propagacija,NOUN
zakazane,ADJ
zakazany,ADJ
najčasćiše,ADJ
časty,ADJ
wjazby,NOUN
silikaty,NOUN
silikat,NOUN
grjeksce,ADV
μεσοποταμία,X
mesopotamia,PROPN
aramejsce,ADV
ܒܝܬܢܗܪܝܢ,X
beth,PROPN
nahrin,PROPN
kurdisce,ADV
mezopotamya,PROPN
arabsce,ADV
بلاد,X
مابين,X
النهرين,X
bilād,PROPN
mā,PROPN
bain,PROPN
an,PROPN
nahrain,PROPN
woznamjenja,VERB
woznamjenjeć,VERB
dwěmaj,NUM
rěkomaj,NOUN
historiskim,ADJ
zmysle,NOUN
zmysl,NOUN
kónčinu,NOUN
dólnych,ADJ
runinow,NOUN
runina,NOUN
tigrisom,PROPN
měšćanske,ADJ
měšćanski,ADJ
staty,NOUN
babylonjanow,PROPN
babylonjan,PROPN
aramejčanow,PROPN
aramejčan,PROPN
ležachu,VERB
technologije,NOUN
technologija,NOUN
efektiwniše,ADJ
efektiwny,ADJ
powodźenje,NOUN
polow,NOUN
polo,NOUN
wuwite,ADJ
wuwity,ADJ
etablěrowane,ADJ
etablěrowany,ADJ
móhli,VERB
rozhałžkowany,ADJ
kanalowy,ADJ
měšniskich,ADJ
měšniski,ADJ
wjerchow,NOUN
wjerch,NOUN
zorganizowany,ADJ
wobtwarjeny,ADJ
templowe,ADJ
templowy,ADJ
lěttysacu,NOUN
knježachu,VERB
knježić,VERB
měšniscy,ADJ
wjerchojo,NOUN
nabožnu,ADJ
nabožny,ADJ
swojich,DET
rukach,NOUN
ruka,NOUN
dźeržachu,VERB
dźeržeć,VERB
organizowachu,VERB
organizować,VERB
kanalizowanje,NOUN
rólnistwo,NOUN
etat,NOUN
identiski,ADJ
knježićela,NOUN
řěkać,VERB
oikosowe,ADJ
oikosowy,ADJ
organizacija,NOUN
trjebaše,VERB
trjebać,VERB
zarjadniski,ADJ
aparat,NOUN
njewólnicy,NOUN
njewólnik,NOUN
dźěłachu,VERB
dźěłać,VERB
dóstachu,VERB
naturalije,NOUN
naturalija,NOUN
priwatne,ADJ
priwatny,ADJ
swójstwo,NOUN
hakle,PART
babylonskej,PROPN
babylonski,ADJ
nasta,VERB
priwatizowali,VERB
priwatizować,VERB
r,VERB
najenk,NOUN
přewza,VERB
dyrbješe,VERB
wukon,NOUN
slěbro,NOUN
přinjesć,VERB
wotpowědne,ADJ
wotpowědny,ADJ
dataje,NOUN
dataja,NOUN
wikimedia,PROPN
commons,PROPN
šlešćina,NOUN
přiwuzna,ADJ
přiwuzny,ADJ
pólskej,ADJ
pólski,ADJ
rěču,NOUN
dialekt,NOUN
pólšćiny,PROPN
pólšćina,NOUN
linguistikow,NOUN
linguistik,NOUN
wotwažowana,ADJ
wotwažowany,ADJ
ratarjo,NOUN
ratar,NOUN
wuměnjachu,VERB
wuměnjeć,VERB
produkty,NOUN
produkt,NOUN
žiwidła,NOUN
žiwidło,NOUN
tekstilije,NOUN
tekstilija,NOUN
temple,NOUN
měšnicy,NOUN
měšnik,NOUN
mějachu,VERB
wliwa,NOUN
wliw,NOUN
dopušći,VERB
dopušćić,VERB
financowaše,VERB
financować,VERB
tributy,NOUN
tribut,NOUN
dawki,NOUN
dawk,NOUN
ležownosće,NOUN
ležownosć,NOUN
wobsydstwje,NOUN
wobsydstwo,NOUN
zemjanskich,ADJ
zemjanski,ADJ
swójbow,NOUN
ratarjow,NOUN
wotwisnym,ADJ
wotwisny,ADJ
lěpšinu,NOUN
lěpšina,NOUN
pódźe,NOUN
póda,NOUN
wono,PRON
bjezdawkowe,ADJ
bjezdawkowy,ADJ
pódy,NOUN
wobsedźechu,VERB
zemjanske,ADJ
swójby,NOUN
wulke,ADJ
wikowanske,ADJ
předewzaća,NOUN
korjenjowu,ADJ
korjenjowy,ADJ
zeleninu,NOUN
zelenina,NOUN
picowansku,ADJ
picowanski,ADJ
rostlinu,NOUN
kultiwuje,VERB
kultiwować,VERB
murna,ADJ
murny,ADJ
łočica,NOUN
mycelis,X
muralis,X
rjenje,ADV
widźeć,VERB
pjeć,NUM
krónowych,ADJ
krónowy,ADJ
kónčki,NOUN
žołtych,ADJ
cygomorfnych,ADJ
cygomorfny,ADJ
jazykowych,ADJ
jazykowy,ADJ
kćenjow,NOUN
dwudźělne,ADJ
dwudźělny,ADJ
pěsty,NOUN
pěst,NOUN
pěstkow,NOUN
pěstk,NOUN
cichorioideae,X
internet,NOUN
nastateho,ADJ
arpaneta,PROPN
arpanet,PROPN
wušoł,VERB
wuńć,VERB
advanced,X
research,X
project,X
agency,X
arpa,PROPN
zakitowanskeho,ADJ
zakitowanski,ADJ
ministerstwa,NOUN
ministerstwo,NOUN
zjednoćenych,ADJ
ameriki,PROPN
amerika,PROPN
rotaciska,ADJ
rotaciski,ADJ
wóska,NOUN
zrunana,ADJ
zrunany,ADJ
ekliptice,NOUN
ekliptika,NOUN
padorunje,ADV
nuhel,NOUN
zawinuje,VERB
zawinować,VERB
fenomen,NOUN
měnjacych,ADJ
měnjacy,ADJ
počasow,NOUN
počas,NOUN
konstantna,ADJ
konstantny,ADJ
wariěruje,VERB
wariěrować,VERB
periodźe,NOUN
perioda,NOUN
lětow,NOUN
wobwliwujo,VERB
wobwliwować,VERB
klimat,NOUN
zmjeńšuje,VERB
zmjeńšować,VERB
budźe,VERB
srjedźnu,ADJ
srjedźny,ADJ
hódnotu,NOUN
hódnota,NOUN
docpěwać,VERB
lěće,NOUN
minimalnu,ADJ
minimalny,ADJ
dwulětnym,ADJ
dwulětny,ADJ
rytmusu,NOUN
rytmus,NOUN
poskićuje,VERB
poskićować,VERB
wěstym,ADJ
dnju,ADJ
nalěću,NOUN
nalěćo,NOUN
hornjołužiskej,ADJ
hornjołužiski,ADJ
koncentrowany,ADJ
dohlad,NOUN
slědźenjow,NOUN
rozdźěl,NOUN
zarjadowanjow,NOUN
zarjadowanje,NOUN
wotběži,VERB
wotběžeć,VERB
tradicionelny,ADJ
institutny,ADJ
cyle,ADV
hornjo,ADJ
wobroći,VERB
specielnje,ADV
inteligencu,NOUN
inteligenca,NOUN
termin,NOUN
swjatkowna,ADJ
swjatkowny,ADJ
póndźela,NOUN
sakskich,ADJ
sakski,ADJ
dźerža,VERB
přednoškow,NOUN
wšelakim,ADJ
temam,NOUN
tema,NOUN
sćěhuje,VERB
sćěhować,VERB
krótka,ADJ
krótki,ADJ
diskusija,NOUN
popołdnju,ADV
zajimcow,NOUN
zajimc,NOUN
wotewrjenych,ADJ
duri,NOUN
durje,NOUN
wopytowarjam,NOUN
wopytowar,NOUN
zarjadowanja,NOUN
domje,NOUN
steji,VERB
runje,ADV
wućišćana,ADJ
wućišćany,ADJ
dźěłowa,ADJ
rozprawa,NOUN
cuzych,ADJ
cuzy,ADJ
zajimawa,ADJ
zajimawy,ADJ
swojoraznosć,NOUN
wobsteji,VERB
wobstać,VERB
dalša,ADJ
awtochtona,ADJ
awtochtony,ADJ
serbšćina,NOUN
słuša,VERB
słowjanskich,ADJ
najbliže,ADV
čěšćinu,NOUN
čěšćina,NOUN
pólšćinu,NOUN
słowakšćinu,NOUN
słowakšćina,NOUN
kotrymiž,DET
skupinu,NOUN
zapadnosłowjanskich,ADJ
zapadnosłowjanski,ADJ
němske,ADJ
nju,PRON
trjeba,VERB
tradicionelnje,ADV
sorbisch,X
wuraz,NOUN
wendisch,X
dźělach,NOUN
hornjeje,ADJ
delnjeje,ADJ
wužiwa,VERB
hinaša,ADJ
hinaši,ADJ
situacija,NOUN
dźensnišich,ADJ
saksko,PROPN
anhaltska,PROPN
durinska,PROPN
mecklenburgsko,PROPN
předpomorska,PROPN
sydlachu,VERB
sydlić,VERB
něhdy,ADV
słowjanske,ADJ
kmjeny,NOUN
dialekty,NOUN
nětčiša,ADJ
nětčiši,ADJ
jenički,ADJ
dźensnišeho,ADJ
zachowany,ADJ
idiom,NOUN
litawska,PROPN
litawski,ADJ
edita,PROPN
niciūtė,PROPN
režiser,NOUN
raimundas,PROPN
eimontas,PROPN
staj,AUX
widejoklipaj,NOUN
widejoklip,NOUN
recitacijemi,NOUN
recitacija,NOUN
klemenowych,ADJ
klemenowy,ADJ
basnjow,NOUN
baseń,NOUN
nahrawałoj,VERB
nahrawać,VERB
wobě,DET
nahrawani,NOUN
nahrawanje,NOUN
móžeće,VERB
sej,PRON
slědowacym,ADJ
wotkazom,NOUN
wobhladać,VERB
oceanija,PROPN
woznamjenjenje,NOUN
kulturelne,ADJ
hospodarske,ADJ
zjeće,NOUN
kupoweho,ADJ
kupowy,ADJ
pacifika,PROPN
pacifik,PROPN
ke,ADP
kontinentej,NOUN
kontinent,NOUN
definicija,NOUN
tektonisce,ADV
prawy,ADJ
teritorije,NOUN
awstralskej,ADJ
awstralski,ADJ
pacifiskej,ADJ
pacifiski,ADJ
mjeńšich,ADJ
platach,NOUN
plata,NOUN
leža,VERB
wobhladany,ADJ
najmjeńši,ADJ
twjerdźowej,ADJ
twjerdźowy,ADJ
masy,NOUN
masa,NOUN
nastupanju,NOUN
nastupanje,NOUN
wobydlerstwa,NOUN
kupow,NOUN
kupa,NOUN
wobsahuja,VERB
hromadźe,ADV
twjerdźowu,ADJ
přestrjeń,NOUN
mio,NUM
kwadratowych,ADJ
kwadratowy,ADJ
kilometrow,NOUN
kilometer,NOUN
mórskim,ADJ
mórski,ADJ
teritoriju,NOUN
tych,DET
wobsydlene,ADJ
wobsydleny,ADJ
cyłkownje,ADV
wobydla,VERB
wobydlić,VERB
čłowjekow,NOUN
cyłkowna,ADJ
redakcija,NOUN
bibliografije,NOUN
franc,PROPN
šěn,PROPN
prěnju,ADJ
bibliografiju,NOUN
wothladamy,VERB
